# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uz_initial      	Uz_final        	Uz_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     	e_solver        	e_initial       	e_final         	e_iters         	e_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 
340             	DILUPBiCGStab	3.03870340e-04	2.89879930e-06	1	3.97448510e-04	2.35527030e-06	1	false	DILUPBiCGStab	2.03596830e-04	1.89969160e-05	1	true	GAMG	6.92587160e-04	6.06260710e-06	15	true	DILUPBiCGStab	5.08549610e-04	2.86410350e-06	1	true	DILUPBiCGStab	6.10323860e-05	8.29473010e-07	1	true
341             	DILUPBiCGStab	3.01812210e-04	2.87918110e-06	1	3.94017420e-04	2.34027420e-06	1	false	DILUPBiCGStab	2.01780580e-04	1.88258350e-05	1	true	GAMG	6.88493610e-04	6.00535380e-06	15	true	DILUPBiCGStab	5.04831560e-04	2.83955360e-06	1	true	DILUPBiCGStab	6.03450240e-05	8.22283390e-07	1	true
342             	DILUPBiCGStab	2.99788930e-04	2.85991580e-06	1	3.90638330e-04	2.32549380e-06	1	false	DILUPBiCGStab	1.99975770e-04	1.86565010e-05	1	true	GAMG	6.84152830e-04	5.94864780e-06	15	true	DILUPBiCGStab	5.01221540e-04	2.81209210e-06	1	true	DILUPBiCGStab	5.96580840e-05	8.15108450e-07	1	true
343             	DILUPBiCGStab	2.97794300e-04	2.84094870e-06	1	3.87309930e-04	2.31083810e-06	1	false	DILUPBiCGStab	1.98182390e-04	1.84884970e-05	1	true	GAMG	6.79456740e-04	5.89412730e-06	15	true	DILUPBiCGStab	4.97564060e-04	2.78760900e-06	1	true	DILUPBiCGStab	5.89649900e-05	8.07836780e-07	1	true
344             	DILUPBiCGStab	2.95838250e-04	2.82232150e-06	1	3.84028070e-04	2.29631650e-06	1	false	DILUPBiCGStab	1.96393500e-04	1.83217130e-05	1	true	GAMG	6.75052440e-04	5.84096500e-06	15	true	DILUPBiCGStab	4.93994660e-04	2.76465660e-06	1	true	DILUPBiCGStab	5.82689970e-05	8.00618930e-07	1	true
345             	DILUPBiCGStab	2.93922150e-04	2.80387000e-06	1	3.80798550e-04	2.28188030e-06	1	false	DILUPBiCGStab	1.94604700e-04	1.81556910e-05	1	true	GAMG	6.71545550e-04	5.78996210e-06	15	true	DILUPBiCGStab	4.91704060e-04	2.57682000e-06	1	true	DILUPBiCGStab	5.76152520e-05	7.93719050e-07	1	true
346             	DILUPBiCGStab	2.92037300e-04	2.78577210e-06	1	3.77619980e-04	2.26747240e-06	1	false	DILUPBiCGStab	1.92808410e-04	1.79898400e-05	1	true	GAMG	6.67491750e-04	5.73954770e-06	15	true	DILUPBiCGStab	4.87875900e-04	2.64078300e-06	1	true	DILUPBiCGStab	5.70142050e-05	7.87322540e-07	1	true
347             	DILUPBiCGStab	2.90183230e-04	2.76810590e-06	1	3.74484370e-04	2.25163430e-06	1	false	DILUPBiCGStab	1.91002650e-04	1.78238670e-05	1	true	GAMG	6.63345530e-04	5.68824050e-06	15	true	DILUPBiCGStab	4.84189660e-04	2.68038740e-06	1	true	DILUPBiCGStab	5.64420980e-05	7.81207780e-07	1	true
348             	DILUPBiCGStab	2.88356690e-04	2.75077410e-06	1	3.71389260e-04	2.23505300e-06	1	false	DILUPBiCGStab	1.89189450e-04	1.76577320e-05	1	true	GAMG	6.59408410e-04	5.63749340e-06	15	true	DILUPBiCGStab	4.80838210e-04	2.68709240e-06	1	true	DILUPBiCGStab	5.58845410e-05	7.75295430e-07	1	true
349             	DILUPBiCGStab	2.86558700e-04	2.73372590e-06	1	3.68335210e-04	2.22012950e-06	1	false	DILUPBiCGStab	1.87373540e-04	1.74916250e-05	1	true	GAMG	6.55258250e-04	5.58845480e-06	15	true	DILUPBiCGStab	4.77640060e-04	2.67265130e-06	1	true	DILUPBiCGStab	5.53330540e-05	7.69505740e-07	1	true
350             	DILUPBiCGStab	2.84785620e-04	2.71697730e-06	1	3.65323580e-04	2.20622280e-06	1	false	DILUPBiCGStab	1.85568630e-04	1.73264620e-05	1	true	GAMG	6.51676310e-04	5.54121700e-06	15	true	DILUPBiCGStab	4.74464780e-04	2.64969010e-06	1	true	DILUPBiCGStab	5.47563260e-05	7.63563130e-07	1	true
351             	DILUPBiCGStab	2.83040250e-04	2.70051660e-06	1	3.62355520e-04	2.19258450e-06	1	false	DILUPBiCGStab	1.83825200e-04	1.71667080e-05	1	true	GAMG	6.47975200e-04	5.49575320e-06	15	true	DILUPBiCGStab	4.71420470e-04	2.62668020e-06	1	true	DILUPBiCGStab	5.40289240e-05	7.53467520e-07	1	true
352             	DILUPBiCGStab	2.81323940e-04	2.68437850e-06	1	3.59428640e-04	2.17924490e-06	1	false	DILUPBiCGStab	1.82147380e-04	1.70126460e-05	1	true	GAMG	6.44235630e-04	5.45087010e-06	15	true	DILUPBiCGStab	4.68499940e-04	2.60555930e-06	1	true	DILUPBiCGStab	5.34081040e-05	7.45143770e-07	1	true
353             	DILUPBiCGStab	2.79638240e-04	2.66851510e-06	1	3.56545270e-04	2.16625030e-06	1	false	DILUPBiCGStab	1.80490660e-04	1.68612960e-05	1	true	GAMG	6.40254310e-04	5.40522420e-06	15	true	DILUPBiCGStab	4.65490390e-04	2.58755000e-06	1	true	DILUPBiCGStab	5.28804180e-05	7.38935230e-07	1	true
354             	DILUPBiCGStab	2.77970300e-04	2.65260370e-06	1	3.53705050e-04	2.15353170e-06	1	false	DILUPBiCGStab	1.78856340e-04	1.67097670e-05	1	true	GAMG	6.35445010e-04	5.35871140e-06	15	true	DILUPBiCGStab	4.62498520e-04	2.57142200e-06	1	true	DILUPBiCGStab	5.23927380e-05	7.33446920e-07	1	true
355             	DILUPBiCGStab	2.76307000e-04	2.63636900e-06	1	3.50901090e-04	2.14126910e-06	1	false	DILUPBiCGStab	1.77237360e-04	1.65622540e-05	1	true	GAMG	6.29662000e-04	5.31402070e-06	15	true	DILUPBiCGStab	4.59595430e-04	2.55298230e-06	1	true	DILUPBiCGStab	5.20431560e-05	7.31215020e-07	1	true
356             	DILUPBiCGStab	2.74682430e-04	2.62086140e-06	1	3.48139130e-04	2.12955630e-06	1	false	DILUPBiCGStab	1.75309830e-04	1.63919750e-05	1	true	GAMG	6.22322600e-04	5.26975820e-06	15	true	DILUPBiCGStab	4.56682760e-04	2.53322410e-06	1	true	DILUPBiCGStab	5.11752860e-05	7.28283980e-07	1	true
357             	DILUPBiCGStab	2.73084760e-04	2.60579240e-06	1	3.45407520e-04	2.11892530e-06	1	false	DILUPBiCGStab	1.72492370e-04	1.61464350e-05	1	true	GAMG	6.16236950e-04	5.22553310e-06	15	true	DILUPBiCGStab	4.53717830e-04	2.51550930e-06	1	true	DILUPBiCGStab	5.02526520e-05	7.21731750e-07	1	true
358             	DILUPBiCGStab	2.71518300e-04	2.59096090e-06	1	3.42705240e-04	2.10824410e-06	1	false	DILUPBiCGStab	1.69578990e-04	1.59079270e-05	1	true	GAMG	6.11725530e-04	5.18081210e-06	15	true	DILUPBiCGStab	4.50792820e-04	2.49932260e-06	1	true	DILUPBiCGStab	4.94785310e-05	7.15063230e-07	1	true
359             	DILUPBiCGStab	2.69975770e-04	2.57649920e-06	1	3.40031480e-04	2.09728820e-06	1	false	DILUPBiCGStab	1.66766530e-04	1.56734420e-05	1	true	GAMG	6.08148670e-04	5.13672970e-06	15	true	DILUPBiCGStab	4.47930280e-04	2.48447270e-06	1	true	DILUPBiCGStab	4.87971670e-05	7.08721720e-07	1	true
360             	DILUPBiCGStab	2.68447770e-04	2.56222520e-06	1	3.37390710e-04	2.08598830e-06	1	false	DILUPBiCGStab	1.64111480e-04	1.54465900e-05	1	true	GAMG	6.04442390e-04	5.09342820e-06	15	true	DILUPBiCGStab	4.45221340e-04	2.46911960e-06	1	true	DILUPBiCGStab	4.81034020e-05	7.01956960e-07	1	true
361             	DILUPBiCGStab	2.66938320e-04	2.54796990e-06	1	3.34781830e-04	2.07433680e-06	1	false	DILUPBiCGStab	1.61711010e-04	1.52350810e-05	1	true	GAMG	5.99946040e-04	5.05006300e-06	15	true	DILUPBiCGStab	4.42620270e-04	2.45414180e-06	1	true	DILUPBiCGStab	4.73103050e-05	6.93565480e-07	1	true
362             	DILUPBiCGStab	2.65445540e-04	2.53388980e-06	1	3.32202030e-04	2.06230850e-06	1	false	DILUPBiCGStab	1.59503050e-04	1.50338600e-05	1	true	GAMG	5.95655770e-04	5.00723260e-06	15	true	DILUPBiCGStab	4.40030120e-04	2.43934320e-06	1	true	DILUPBiCGStab	4.67154010e-05	6.86685830e-07	1	true
363             	DILUPBiCGStab	2.63966760e-04	2.51998970e-06	1	3.29654090e-04	2.04994940e-06	1	false	DILUPBiCGStab	1.57415520e-04	1.48393620e-05	1	true	GAMG	5.91749550e-04	4.96501940e-06	15	true	DILUPBiCGStab	4.37346660e-04	2.42612760e-06	1	true	DILUPBiCGStab	4.62133180e-05	6.80929010e-07	1	true
364             	DILUPBiCGStab	2.62509620e-04	2.50606610e-06	1	3.27141860e-04	2.03686720e-06	1	false	DILUPBiCGStab	1.55423950e-04	1.46515530e-05	1	true	GAMG	5.87848250e-04	4.92427280e-06	15	true	DILUPBiCGStab	4.34762980e-04	2.41393560e-06	1	true	DILUPBiCGStab	4.57222300e-05	6.75828530e-07	1	true
365             	DILUPBiCGStab	2.61054610e-04	2.49238930e-06	1	3.24663350e-04	2.02224130e-06	1	false	DILUPBiCGStab	1.53522450e-04	1.44714990e-05	1	true	GAMG	5.84010780e-04	4.88408360e-06	15	true	DILUPBiCGStab	4.32064810e-04	2.40192710e-06	1	true	DILUPBiCGStab	4.52542080e-05	6.71235480e-07	1	true
366             	DILUPBiCGStab	2.59617670e-04	2.47886570e-06	1	3.22217680e-04	2.00769200e-06	1	false	DILUPBiCGStab	1.51707000e-04	1.42990800e-05	1	true	GAMG	5.80255290e-04	4.84331310e-06	15	true	DILUPBiCGStab	4.29435980e-04	2.38932190e-06	1	true	DILUPBiCGStab	4.47878200e-05	6.66779500e-07	1	true
367             	DILUPBiCGStab	2.58198910e-04	2.46544780e-06	1	3.19801290e-04	1.99318320e-06	1	false	DILUPBiCGStab	1.49951770e-04	1.41329910e-05	1	true	GAMG	5.76604730e-04	4.80217430e-06	15	true	DILUPBiCGStab	4.26778650e-04	2.37558920e-06	1	true	DILUPBiCGStab	4.43453640e-05	6.62517260e-07	1	true
368             	DILUPBiCGStab	2.56794350e-04	2.45216890e-06	1	3.17424880e-04	1.98022060e-06	1	false	DILUPBiCGStab	1.48259820e-04	1.39725670e-05	1	true	GAMG	5.72962870e-04	4.76106130e-06	15	true	DILUPBiCGStab	4.24185460e-04	2.36187800e-06	1	true	DILUPBiCGStab	4.39077870e-05	6.58091710e-07	1	true
369             	DILUPBiCGStab	2.55413290e-04	2.43915530e-06	1	3.15057670e-04	1.96881160e-06	1	false	DILUPBiCGStab	1.46629050e-04	1.38170670e-05	1	true	GAMG	5.69876550e-04	4.72078750e-06	15	true	DILUPBiCGStab	4.21674710e-04	2.34906660e-06	1	true	DILUPBiCGStab	4.34718360e-05	6.53434270e-07	1	true
370             	DILUPBiCGStab	2.54042300e-04	2.42634440e-06	1	3.12726180e-04	1.95733150e-06	1	false	DILUPBiCGStab	1.45062590e-04	1.36666520e-05	1	true	GAMG	5.66768310e-04	4.68074380e-06	15	true	DILUPBiCGStab	4.19201810e-04	2.33664690e-06	1	true	DILUPBiCGStab	4.30208460e-05	6.48226550e-07	1	true
371             	DILUPBiCGStab	2.52687030e-04	2.41357010e-06	1	3.10422620e-04	1.94574920e-06	1	false	DILUPBiCGStab	1.43559000e-04	1.35205540e-05	1	true	GAMG	5.63528620e-04	4.64100030e-06	15	true	DILUPBiCGStab	4.16749180e-04	2.32393570e-06	1	true	DILUPBiCGStab	4.25596920e-05	6.42540990e-07	1	true
372             	DILUPBiCGStab	2.51345340e-04	2.40075550e-06	1	3.08144620e-04	1.93363040e-06	1	false	DILUPBiCGStab	1.42111730e-04	1.33776090e-05	1	true	GAMG	5.60018360e-04	4.60162840e-06	15	true	DILUPBiCGStab	4.14298870e-04	2.31058970e-06	1	true	DILUPBiCGStab	4.20854450e-05	6.36310470e-07	1	true
373             	DILUPBiCGStab	2.50010180e-04	2.38790260e-06	1	3.05888590e-04	1.92146290e-06	1	false	DILUPBiCGStab	1.40711680e-04	1.32363630e-05	1	true	GAMG	5.55844590e-04	4.56301920e-06	15	true	DILUPBiCGStab	4.11929840e-04	2.29679120e-06	1	true	DILUPBiCGStab	4.15718590e-05	6.29395920e-07	1	true
374             	DILUPBiCGStab	2.48687040e-04	2.37509480e-06	1	3.03653890e-04	1.90929540e-06	1	false	DILUPBiCGStab	1.39524830e-04	1.31303940e-05	1	true	GAMG	5.51437300e-04	4.52521690e-06	15	true	DILUPBiCGStab	4.09528620e-04	2.28232100e-06	1	true	DILUPBiCGStab	4.21449040e-05	6.60389750e-07	1	true
375             	DILUPBiCGStab	2.47374160e-04	2.36255670e-06	1	3.01438910e-04	1.89715830e-06	1	false	DILUPBiCGStab	1.38272240e-04	1.30254400e-05	1	true	GAMG	5.47172040e-04	4.48889820e-06	15	true	DILUPBiCGStab	4.07141130e-04	2.26785050e-06	1	true	DILUPBiCGStab	4.24649560e-05	6.76650980e-07	1	true
376             	DILUPBiCGStab	2.46076780e-04	2.35010530e-06	1	2.99248120e-04	1.88561880e-06	1	false	DILUPBiCGStab	1.36999660e-04	1.29165280e-05	1	true	GAMG	5.42710000e-04	4.45314140e-06	15	true	DILUPBiCGStab	4.04748490e-04	2.25362790e-06	1	true	DILUPBiCGStab	4.24606680e-05	6.82001470e-07	1	true
377             	DILUPBiCGStab	2.44797690e-04	2.33779260e-06	1	2.97081130e-04	1.87454440e-06	1	false	DILUPBiCGStab	1.35755750e-04	1.28051630e-05	1	true	GAMG	5.39082100e-04	4.41689810e-06	15	true	DILUPBiCGStab	4.02390380e-04	2.24019600e-06	1	true	DILUPBiCGStab	4.22989120e-05	6.82137540e-07	1	true
378             	DILUPBiCGStab	2.43540940e-04	2.32554050e-06	1	2.94928620e-04	1.86310520e-06	1	false	DILUPBiCGStab	1.34586970e-04	1.26966660e-05	1	true	GAMG	5.35998560e-04	4.38038240e-06	15	true	DILUPBiCGStab	4.00077970e-04	2.22736060e-06	1	true	DILUPBiCGStab	4.20794880e-05	6.79917950e-07	1	true
379             	DILUPBiCGStab	2.42292280e-04	2.31337900e-06	1	2.92790080e-04	1.85141440e-06	1	false	DILUPBiCGStab	1.33527930e-04	1.25952920e-05	1	true	GAMG	5.33147640e-04	4.34303150e-06	15	true	DILUPBiCGStab	3.97825980e-04	2.21473120e-06	1	true	DILUPBiCGStab	4.18609420e-05	6.77030250e-07	1	true
380             	DILUPBiCGStab	2.41050900e-04	2.30122690e-06	1	2.90669450e-04	1.83968930e-06	1	false	DILUPBiCGStab	1.32574300e-04	1.24993840e-05	1	true	GAMG	5.30594120e-04	4.30647950e-06	15	true	DILUPBiCGStab	3.95538500e-04	2.20161560e-06	1	true	DILUPBiCGStab	4.16014460e-05	6.73058960e-07	1	true
381             	DILUPBiCGStab	2.39819060e-04	2.28855060e-06	1	2.88570320e-04	1.82743890e-06	1	false	DILUPBiCGStab	1.31722970e-04	1.24082750e-05	1	true	GAMG	5.27652700e-04	4.27165880e-06	15	true	DILUPBiCGStab	3.93245990e-04	2.18704240e-06	1	true	DILUPBiCGStab	4.12935980e-05	6.67957120e-07	1	true
382             	DILUPBiCGStab	2.38601840e-04	2.27671390e-06	1	2.86490970e-04	1.81558900e-06	1	false	DILUPBiCGStab	1.30970250e-04	1.23215550e-05	1	true	GAMG	5.24454240e-04	4.23762990e-06	15	true	DILUPBiCGStab	3.91044500e-04	2.17394180e-06	1	true	DILUPBiCGStab	4.09226850e-05	6.61642780e-07	1	true
383             	DILUPBiCGStab	2.37392000e-04	2.26554110e-06	1	2.84428610e-04	1.80414720e-06	1	false	DILUPBiCGStab	1.30304710e-04	1.22382340e-05	1	true	GAMG	5.20905290e-04	4.20393100e-06	15	true	DILUPBiCGStab	3.88781820e-04	2.16199130e-06	1	true	DILUPBiCGStab	4.05134600e-05	6.54642810e-07	1	true
384             	DILUPBiCGStab	2.36191390e-04	2.25437550e-06	1	2.82383250e-04	1.79328150e-06	1	false	DILUPBiCGStab	1.29718980e-04	1.21573780e-05	1	true	GAMG	5.17461810e-04	4.17056310e-06	15	true	DILUPBiCGStab	3.86653840e-04	2.15006040e-06	1	true	DILUPBiCGStab	4.00832780e-05	6.47010770e-07	1	true
385             	DILUPBiCGStab	2.34996120e-04	2.24310710e-06	1	2.80354230e-04	1.78239500e-06	1	false	DILUPBiCGStab	1.29204760e-04	1.20791350e-05	1	true	GAMG	5.13986880e-04	4.13766370e-06	15	true	DILUPBiCGStab	3.84588950e-04	2.14001990e-06	1	true	DILUPBiCGStab	3.95856460e-05	6.38526950e-07	1	true
386             	DILUPBiCGStab	2.33813710e-04	2.23166820e-06	1	2.78343680e-04	1.77136570e-06	1	false	DILUPBiCGStab	1.28747590e-04	1.20022690e-05	1	true	GAMG	5.10587370e-04	4.10522660e-06	15	true	DILUPBiCGStab	3.82499940e-04	2.13022990e-06	1	true	DILUPBiCGStab	3.90428320e-05	6.28249240e-07	1	true
387             	DILUPBiCGStab	2.32644170e-04	2.22024340e-06	1	2.76351560e-04	1.76028270e-06	1	false	DILUPBiCGStab	1.28229670e-04	1.19130470e-05	1	true	GAMG	5.07140870e-04	4.07501030e-06	15	true	DILUPBiCGStab	3.80438360e-04	2.11904450e-06	1	true	DILUPBiCGStab	3.84599970e-05	6.17813260e-07	1	true
388             	DILUPBiCGStab	2.31482820e-04	2.20885500e-06	1	2.74378270e-04	1.74917450e-06	1	false	DILUPBiCGStab	1.27746920e-04	1.18290700e-05	1	true	GAMG	5.03419310e-04	4.04667560e-06	15	true	DILUPBiCGStab	3.78479570e-04	2.10672760e-06	1	true	DILUPBiCGStab	3.79093900e-05	6.07531550e-07	1	true
389             	DILUPBiCGStab	2.30328640e-04	2.19754490e-06	1	2.72422700e-04	1.73806910e-06	1	false	DILUPBiCGStab	1.27267920e-04	1.17535290e-05	1	true	GAMG	4.99764230e-04	4.01873050e-06	15	true	DILUPBiCGStab	3.76484110e-04	2.09415560e-06	1	true	DILUPBiCGStab	3.73728740e-05	5.97226620e-07	1	true
390             	DILUPBiCGStab	2.29190870e-04	2.18633820e-06	1	2.70486530e-04	1.72727910e-06	1	false	DILUPBiCGStab	1.26768580e-04	1.16807440e-05	1	true	GAMG	4.96349660e-04	3.99067870e-06	15	true	DILUPBiCGStab	3.74481310e-04	2.08284980e-06	1	true	DILUPBiCGStab	3.68397700e-05	5.86819520e-07	1	true
391             	DILUPBiCGStab	2.28062230e-04	2.17518330e-06	1	2.68569730e-04	1.71654360e-06	1	false	DILUPBiCGStab	1.26209830e-04	1.16062010e-05	1	true	GAMG	4.93201890e-04	3.96186400e-06	15	true	DILUPBiCGStab	3.72463780e-04	2.07324520e-06	1	true	DILUPBiCGStab	3.66279370e-05	5.80966470e-07	1	true
392             	DILUPBiCGStab	2.26937250e-04	2.16408610e-06	1	2.66655490e-04	1.70558800e-06	1	false	DILUPBiCGStab	1.25537660e-04	1.15262500e-05	1	true	GAMG	4.89695810e-04	3.93171480e-06	15	true	DILUPBiCGStab	3.70416360e-04	2.06366440e-06	1	true	DILUPBiCGStab	3.65710390e-05	5.76193130e-07	1	true
393             	DILUPBiCGStab	2.25823110e-04	2.15303560e-06	1	2.64745890e-04	1.69432440e-06	1	false	DILUPBiCGStab	1.24746900e-04	1.14394440e-05	1	true	GAMG	4.85796790e-04	3.90131520e-06	15	true	DILUPBiCGStab	3.68390580e-04	2.05406670e-06	1	true	DILUPBiCGStab	3.65089600e-05	5.69029130e-07	1	true
394             	DILUPBiCGStab	2.24721290e-04	2.14195580e-06	1	2.62854370e-04	1.68287030e-06	1	false	DILUPBiCGStab	1.23863170e-04	1.13407820e-05	1	true	GAMG	4.81838560e-04	3.87297110e-06	15	true	DILUPBiCGStab	3.66336910e-04	2.04472240e-06	1	true	DILUPBiCGStab	3.63593660e-05	5.58572160e-07	1	true
395             	DILUPBiCGStab	2.23624530e-04	2.13078440e-06	1	2.60980230e-04	1.67142210e-06	1	false	DILUPBiCGStab	1.22927150e-04	1.12278750e-05	1	true	GAMG	4.77651020e-04	3.84669140e-06	15	true	DILUPBiCGStab	3.64274340e-04	2.03543610e-06	1	true	DILUPBiCGStab	3.60789820e-05	5.44110210e-07	1	true
396             	DILUPBiCGStab	2.22531850e-04	2.11947680e-06	1	2.59121380e-04	1.66028760e-06	1	false	DILUPBiCGStab	1.21961200e-04	1.10979610e-05	1	true	GAMG	4.73494240e-04	3.82061550e-06	15	true	DILUPBiCGStab	3.62242720e-04	2.02467850e-06	1	true	DILUPBiCGStab	3.57026460e-05	5.27535230e-07	1	true
397             	DILUPBiCGStab	2.21447640e-04	2.10884130e-06	1	2.57278010e-04	1.65019930e-06	1	false	DILUPBiCGStab	1.20979980e-04	1.09544920e-05	1	true	GAMG	4.69737450e-04	3.79496200e-06	15	true	DILUPBiCGStab	3.60221290e-04	2.01317660e-06	1	true	DILUPBiCGStab	3.52175390e-05	5.08694750e-07	1	true
398             	DILUPBiCGStab	2.20365680e-04	2.09817600e-06	1	2.55451890e-04	1.64011830e-06	1	false	DILUPBiCGStab	1.19986340e-04	1.07917940e-05	1	true	GAMG	4.66335460e-04	3.76976150e-06	15	true	DILUPBiCGStab	3.58212200e-04	2.00464660e-06	1	true	DILUPBiCGStab	3.46240550e-05	4.87929730e-07	1	true
399             	DILUPBiCGStab	2.19289760e-04	2.08707830e-06	1	2.53640080e-04	1.62957990e-06	1	false	DILUPBiCGStab	1.18966480e-04	1.06086350e-05	1	true	GAMG	4.62749250e-04	3.74540410e-06	15	true	DILUPBiCGStab	3.56242200e-04	1.99589930e-06	1	true	DILUPBiCGStab	3.39650400e-05	4.65972080e-07	1	true
400             	DILUPBiCGStab	2.18215320e-04	2.07578700e-06	1	2.51845170e-04	1.61879500e-06	1	false	DILUPBiCGStab	1.17911440e-04	1.04134130e-05	1	true	GAMG	4.59152260e-04	3.72176790e-06	15	true	DILUPBiCGStab	3.54281920e-04	1.98619870e-06	1	true	DILUPBiCGStab	3.32434800e-05	4.43217130e-07	1	true
401             	DILUPBiCGStab	2.17143260e-04	2.06468170e-06	1	2.50069940e-04	1.60827750e-06	1	false	DILUPBiCGStab	1.16779230e-04	1.02295320e-05	1	true	GAMG	4.55373260e-04	3.69842100e-06	15	true	DILUPBiCGStab	3.52321550e-04	1.97587310e-06	1	true	DILUPBiCGStab	3.24665190e-05	4.20003970e-07	1	true
402             	DILUPBiCGStab	2.16078240e-04	2.05366780e-06	1	2.48317530e-04	1.59824430e-06	1	false	DILUPBiCGStab	1.15539950e-04	1.00388200e-05	1	true	GAMG	4.51863780e-04	3.67620180e-06	15	true	DILUPBiCGStab	3.50421590e-04	1.96522910e-06	1	true	DILUPBiCGStab	3.16428560e-05	3.96704090e-07	1	true
403             	DILUPBiCGStab	2.15021140e-04	2.04261800e-06	1	2.46591820e-04	1.58863810e-06	1	false	DILUPBiCGStab	1.14166610e-04	9.90917700e-06	1	true	GAMG	4.48564980e-04	3.65515420e-06	15	true	DILUPBiCGStab	3.48541650e-04	1.95390280e-06	1	true	DILUPBiCGStab	3.07768460e-05	3.73608890e-07	1	true
404             	DILUPBiCGStab	2.13969630e-04	2.03163940e-06	1	2.44884480e-04	1.57934420e-06	1	false	DILUPBiCGStab	1.13300180e-04	9.88276220e-06	1	true	GAMG	4.45341710e-04	3.63513390e-06	15	true	DILUPBiCGStab	3.46658690e-04	1.94186040e-06	1	true	DILUPBiCGStab	2.98664640e-05	2.94202860e-06	1	true
405             	DILUPBiCGStab	2.12924570e-04	2.02083080e-06	1	2.43193860e-04	1.57028510e-06	1	false	DILUPBiCGStab	1.12588720e-04	9.92020910e-06	1	true	GAMG	4.41844610e-04	3.61548690e-06	15	true	DILUPBiCGStab	3.44805520e-04	1.93005080e-06	1	true	DILUPBiCGStab	2.91791340e-05	2.85297310e-06	1	true
406             	DILUPBiCGStab	2.11891910e-04	2.01021660e-06	1	2.41513910e-04	1.56137340e-06	1	false	DILUPBiCGStab	1.10987930e-04	9.84208050e-06	1	true	GAMG	4.38521900e-04	3.59621570e-06	15	true	DILUPBiCGStab	3.42978490e-04	1.91833980e-06	1	true	DILUPBiCGStab	2.83231780e-05	2.71673560e-06	1	true
407             	DILUPBiCGStab	2.10866710e-04	1.99964460e-06	1	2.39844130e-04	1.55254080e-06	1	false	DILUPBiCGStab	1.08855070e-04	9.72704160e-06	1	true	GAMG	4.35261150e-04	3.57734710e-06	15	true	DILUPBiCGStab	3.41180610e-04	1.90759850e-06	1	true	DILUPBiCGStab	2.73440350e-05	2.56329510e-06	1	true
408             	DILUPBiCGStab	2.09845880e-04	1.98920130e-06	1	2.38184340e-04	1.54371450e-06	1	false	DILUPBiCGStab	1.06382400e-04	9.57031480e-06	1	true	GAMG	4.31956490e-04	3.55921950e-06	15	true	DILUPBiCGStab	3.39366660e-04	1.89744500e-06	1	true	DILUPBiCGStab	2.63145300e-05	2.40867400e-06	1	true
409             	DILUPBiCGStab	2.08829900e-04	1.97888640e-06	1	2.36534590e-04	1.53483860e-06	1	false	DILUPBiCGStab	1.03657100e-04	9.38599620e-06	1	true	GAMG	4.28669110e-04	3.54177940e-06	15	true	DILUPBiCGStab	3.37577390e-04	1.88515710e-06	1	true	DILUPBiCGStab	2.52702240e-05	2.25684130e-06	1	true
410             	DILUPBiCGStab	2.07818970e-04	1.96860360e-06	1	2.34896010e-04	1.52592040e-06	1	false	DILUPBiCGStab	1.00736860e-04	9.18456220e-06	1	true	GAMG	4.25243250e-04	3.52451220e-06	15	true	DILUPBiCGStab	3.35798300e-04	1.87249140e-06	1	true	DILUPBiCGStab	2.42419880e-05	2.11444820e-06	1	true
411             	DILUPBiCGStab	2.06813640e-04	1.95844920e-06	1	2.33272420e-04	1.51701990e-06	1	false	DILUPBiCGStab	9.76640650e-05	8.97700210e-06	1	true	GAMG	4.21785290e-04	3.50724870e-06	15	true	DILUPBiCGStab	3.33962450e-04	1.85958300e-06	1	true	DILUPBiCGStab	2.32348080e-05	1.98367620e-06	1	true
412             	DILUPBiCGStab	2.05810820e-04	1.94832970e-06	1	2.31660760e-04	1.50813570e-06	1	false	DILUPBiCGStab	9.44718560e-05	8.75091310e-06	1	true	GAMG	4.18615940e-04	3.49009920e-06	15	true	DILUPBiCGStab	3.32180500e-04	1.84690700e-06	1	true	DILUPBiCGStab	2.22445900e-05	1.86350670e-06	1	true
413             	DILUPBiCGStab	2.04816400e-04	1.93827190e-06	1	2.30057160e-04	1.49916190e-06	1	false	DILUPBiCGStab	9.17458930e-05	8.55130240e-06	1	true	GAMG	4.15384220e-04	3.47278920e-06	15	true	DILUPBiCGStab	3.30412130e-04	1.83391220e-06	1	true	DILUPBiCGStab	2.13297550e-05	1.75371390e-06	1	true
414             	DILUPBiCGStab	2.03826030e-04	1.92822970e-06	1	2.28459770e-04	1.49008530e-06	1	false	DILUPBiCGStab	8.92433260e-05	8.35247490e-06	1	true	GAMG	4.12151280e-04	3.45569220e-06	15	true	DILUPBiCGStab	3.28677040e-04	1.82230960e-06	1	true	DILUPBiCGStab	2.04699530e-05	1.65512890e-06	1	true
